,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Year
2768,200501EO40135,530580.0,182710.0,-0.118979,51.528157,1,3,1,1,04/03/2005,6,10:30,2,E09000007,5,0,One way street,30,Giveway or uncontrolled,3,5200,None within 50 metres,Zebra crossing,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000940,2005
2769,200501EO40136,524390.0,185190.0,-0.207289,51.551842,1,3,1,1,07/03/2005,2,22:00,2,E09000007,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000872,2005
2770,200501EO40137,531700.0,183950.0,-0.102379,51.539041,1,3,2,1,19/02/2005,7,00:58,3,E09000019,3,1,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002794,2005
2771,200501EO40138,532920.0,185040.0,-0.084386,51.54855,1,3,2,1,02/03/2005,4,23:30,3,E09000019,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Snowing without high winds,Wet/Damp,None,None,1,Yes,E01002776,2005
2772,200501EO40139,532730.0,184820.0,-0.087208,51.546618,1,3,1,1,19/02/2005,7,01:20,3,E09000019,3,105,Single carriageway,30,Automatic traffic signal,3,1199,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002716,2005
2773,200501EO40140,531600.0,183550.0,-0.103969,51.535469,1,3,1,1,25/02/2005,6,23:30,3,E09000019,3,104,Single carriageway,30,Automatic traffic signal,3,1,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002794,2005
2774,200501EO40141,529010.0,183660.0,-0.141251,51.537055,1,3,2,1,05/02/2005,7,21:30,2,E09000007,3,503,One way street,30,Automatic traffic signal,3,502,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01000947,2005
2775,200501EO40143,531290.0,182550.0,-0.108809,51.526555,1,3,2,1,03/03/2005,5,10:34,3,E09000019,4,502,Single carriageway,30,Giveway or uncontrolled,3,401,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002726,2005
2776,200501EO40144,528540.0,184380.0,-0.147761,51.543633,1,3,1,1,15/03/2005,3,11:00,2,E09000007,6,0,Single carriageway,20,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000904,2005
2777,200501EO40145,530450.0,181670.0,-0.121236,51.518841,1,3,2,3,09/03/2005,4,08:15,2,E09000007,3,4200,Single carriageway,30,Automatic traffic signal,3,401,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000914,2005
2778,200501EO40146,529400.0,182370.0,-0.136105,51.525373,1,3,2,1,02/03/2005,4,19:45,2,E09000007,4,522,One way street,30,Giveway or uncontrolled,3,501,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000852,2005
2779,200501EO40148,530170.0,182850.0,-0.124834,51.52951,1,3,1,1,02/03/2005,4,21:07,2,E09000007,3,501,Dual carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Snowing without high winds,Wet/Damp,None,None,1,Yes,E01000942,2005
2780,200501EO40151,531480.0,183330.0,-0.105781,51.53352,1,3,2,1,07/03/2005,2,15:45,3,E09000019,3,1,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002794,2005
2781,200501EO40152,531430.0,183310.0,-0.106509,51.533352,1,3,1,1,11/03/2005,6,18:05,3,E09000019,4,515,Single carriageway,20,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002696,2005
2782,200501EO40153,530760.0,187400.0,-0.114643,51.570263,1,2,1,1,01/03/2005,3,17:45,31,E09000014,3,1201,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002805,2005
2783,200501EO40156,527370.0,183470.0,-0.164953,51.53572,1,3,2,2,05/03/2005,7,16:15,2,E09000007,4,525,Single carriageway,30,Giveway or uncontrolled,4,525,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004730,2005
2784,200501EO40157,531450.0,183150.0,-0.10628,51.53191,1,2,2,1,28/02/2005,2,11:30,3,E09000019,3,1,Single carriageway,30,Automatic traffic signal,3,501,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002696,2005
2785,200501EO40158,526590.0,187130.0,-0.174877,51.568788,1,3,2,1,01/03/2005,3,18:30,2,E09000007,4,519,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present but unlit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000899,2005
2786,200501EO40160,531200.0,182040.0,-0.110295,51.521992,1,3,2,1,08/03/2005,3,13:34,2,E09000007,3,5201,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000916,2005
2787,200501EO40161,526430.0,185540.0,-0.177756,51.554534,1,3,2,1,16/03/2005,4,13:27,2,E09000007,4,511,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000879,2005
2788,200501EO40163,526570.0,187090.0,-0.17518,51.568433,1,2,3,1,10/03/2005,5,11:25,2,E09000007,4,519,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000899,2005
2789,200501EO40165,525680.0,185320.0,-0.188647,51.552724,1,3,1,1,12/03/2005,7,18:15,2,E09000007,3,41,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000969,2005
2790,200501EO40166,530030.0,184470.0,-0.126253,51.544101,1,3,1,1,14/03/2005,2,08:30,2,E09000007,3,5200,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining with high winds,Wet/Damp,Ol or diesel,None,1,Yes,E01000864,2005
2791,200501EO40167,525590.0,185400.0,-0.189916,51.553463,1,3,2,1,15/03/2005,3,13:57,2,E09000007,3,41,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000874,2005
2792,200501EO40168,531620.0,184650.0,-0.10327,51.54535,1,3,2,1,10/03/2005,5,08:35,3,E09000019,3,1,Roundabout,30,Giveway or uncontrolled,3,1200,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002791,2005
2793,200501EO40169,530290.0,185750.0,-0.122032,51.555544,1,3,2,1,15/03/2005,3,08:45,3,E09000019,3,503,One way street,30,Giveway or uncontrolled,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002786,2005
2794,200501EO40170,530220.0,181660.0,-0.124553,51.518804,1,3,3,1,16/03/2005,4,08:40,2,E09000007,5,0,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000918,2005
2795,200501EO40171,526180.0,184140.0,-0.181862,51.542008,1,3,1,1,16/03/2005,4,14:57,2,E09000007,6,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000962,2005
2796,200501EO40172,525150.0,185910.0,-0.196077,51.558145,1,3,1,1,11/03/2005,6,13:50,2,E09000007,3,41,Single carriageway,30,None,-1,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000884,2005
2797,200501EO40174,529010.0,185200.0,-0.140687,51.550895,1,3,2,1,16/03/2005,4,08:00,2,E09000007,3,400,One way street,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000928,2005
2798,200501EO40175,530690.0,181840.0,-0.117716,51.520313,1,3,2,1,06/02/2005,1,05:09,2,E09000007,3,401,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000914,2005
2799,200501EO40176,530980.0,181560.0,-0.113643,51.51773,48,3,1,1,04/03/2005,6,16:41,570,E09000001,4,400,Single carriageway,30,Automatic traffic signal,3,40,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000914,2005
2800,200501EO40177,529350.0,182470.0,-0.136788,51.526283,1,3,3,1,14/03/2005,2,12:25,2,E09000007,4,522,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000945,2005
2801,200501EO40178,529360.0,182090.0,-0.136784,51.522866,1,3,2,1,15/03/2005,3,16:04,2,E09000007,3,400,One way street,30,Automatic traffic signal,3,400,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000854,2005
2802,200501EO40179,530120.0,181590.0,-0.126019,51.518198,1,3,1,1,21/03/2005,2,15:20,2,E09000007,5,0,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000918,2005
2803,200501EO40180,530990.0,182510.0,-0.113146,51.526265,1,3,1,1,21/03/2005,2,20:49,3,E09000019,4,502,One way street,30,Automatic traffic signal,3,201,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002726,2005
2804,200501EO40181,530220.0,181360.0,-0.124664,51.516108,1,2,1,1,21/03/2005,2,20:11,2,E09000007,3,40,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000919,2005
2805,200501EO40182,530230.0,185520.0,-0.122982,51.553491,1,3,1,1,22/03/2005,3,03:53,3,E09000019,3,503,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002764,2005
2806,200501EO40185,529560.0,183780.0,-0.133281,51.538008,1,3,2,1,23/03/2005,4,15:40,2,E09000007,3,5202,One way street,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000958,2005
2807,200501EO40187,530910.0,183060.0,-0.114094,51.531226,1,3,2,1,15/03/2005,3,19:45,3,E09000019,3,501,One way street,30,Automatic traffic signal,3,501,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01002728,2005
2808,200501EO40188,530190.0,181850.0,-0.124915,51.520518,1,3,2,1,07/03/2005,2,20:15,2,E09000007,6,0,Dual carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,No,E01000855,2005
2809,200501EO40189,532880.0,185270.0,-0.084876,51.550627,1,3,2,1,02/04/2005,7,12:27,3,E09000019,5,0,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002782,2005
2810,200501EO40190,531040.0,186190.0,-0.111056,51.559324,1,3,2,1,28/02/2005,2,16:09,3,E09000019,3,503,One way street,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002730,2005
2811,200501EO40191,528280.0,184830.0,-0.151345,51.547736,1,2,1,1,24/03/2005,5,08:50,2,E09000007,6,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000900,2005
2812,200501EO40193,529210.0,186960.0,-0.137158,51.566666,1,3,2,1,27/03/2005,1,12:30,3,E09000019,4,519,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002770,2005
2813,200501EO40195,531490.0,183130.0,-0.105711,51.531721,1,3,1,1,05/04/2005,3,12:40,3,E09000019,3,501,Single carriageway,30,Automatic traffic signal,3,401,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002707,2005
2814,200501EO40197,532580.0,184840.0,-0.089362,51.546833,1,3,1,1,05/03/2005,7,00:15,3,E09000019,3,1199,Single carriageway,30,None,-1,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002717,2005
2815,200501EO40198,530960.0,187010.0,-0.111904,51.566712,1,3,1,1,21/03/2005,2,18:05,3,E09000019,6,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002735,2005
2816,200501EO40199,532470.0,183780.0,-0.091346,51.537333,1,3,2,1,27/02/2005,1,18:28,3,E09000019,3,1200,Single carriageway,30,None,-1,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002798,2005
2817,200501EO40200,532690.0,182460.0,-0.088673,51.525419,1,3,1,1,22/03/2005,3,17:46,3,E09000019,6,0,Single carriageway,30,Giveway or uncontrolled,3,5201,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002704,2005
2818,200501EO40201,531350.0,184980.0,-0.107039,51.548378,1,3,1,1,28/02/2005,2,15:03,3,E09000019,3,1,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002795,2005
2819,200501EO40202,530190.0,185490.0,-0.12357,51.55323,1,3,2,1,30/03/2005,4,14:05,3,E09000019,3,503,One way street,30,Giveway or uncontrolled,3,5203,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Other,Wet/Damp,None,None,1,Yes,E01002764,2005
2820,200501EO40203,529370.0,182090.0,-0.136639,51.522864,1,3,2,1,29/03/2005,3,22:16,2,E09000007,3,400,One way street,30,Automatic traffic signal,3,400,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000854,2005
2821,200501EO40204,530010.0,186470.0,-0.125803,51.562079,1,3,2,1,23/03/2005,4,15:53,3,E09000019,3,1,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002785,2005
2822,200501EO40205,532500.0,184460.0,-0.090658,51.543437,1,3,1,1,11/03/2005,6,14:28,3,E09000019,3,104,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002720,2005
2823,200501EO40206,530700.0,183890.0,-0.116812,51.538734,1,3,1,1,23/03/2005,4,16:50,3,E09000019,3,5203,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002714,2005
2824,200501EO40207,532430.0,183830.0,-0.091904,51.537792,1,3,2,1,09/03/2005,4,10:58,3,E09000019,3,1200,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002798,2005
2825,200501EO40208,532030.0,184010.0,-0.097601,51.539503,1,3,1,1,01/03/2005,3,23:30,3,E09000019,3,104,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002797,2005
2826,200501EO40209,530610.0,184560.0,-0.117861,51.544776,1,3,1,2,17/03/2005,5,17:55,3,E09000019,3,5203,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002713,2005
2827,200501EO40210,530930.0,186010.0,-0.112709,51.557732,1,3,2,1,11/03/2005,6,14:45,3,E09000019,3,503,One way street,30,Automatic traffic signal,3,103,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Wet/Damp,Roadworks,None,1,Yes,E01002730,2005
2828,200501EO40211,531790.0,184750.0,-0.100783,51.546209,1,3,1,1,03/03/2005,5,18:30,3,E09000019,3,1201,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002740,2005
2829,200501EO40212,530580.0,185430.0,-0.11797,51.552601,1,3,2,1,07/03/2005,2,09:15,3,E09000019,3,5203,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002762,2005
2830,200501EO40213,532440.0,184390.0,-0.091549,51.542822,1,3,2,1,16/03/2005,4,17:20,3,E09000019,3,104,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002720,2005
2831,200501EO40214,530040.0,181430.0,-0.127231,51.516779,1,3,1,1,31/03/2005,5,01:14,2,E09000007,3,40,Single carriageway,30,Automatic traffic signal,3,400,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000919,2005
2832,200501EO40215,531780.0,183680.0,-0.101327,51.536596,1,2,1,1,08/03/2005,3,09:59,3,E09000019,3,104,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002801,2005
2833,200501EO40217,530090.0,187420.0,-0.124298,51.570598,1,3,2,1,06/04/2005,4,09:07,3,E09000019,3,103,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002758,2005
2834,200501EO40218,530330.0,181590.0,-0.122995,51.51815,1,3,1,1,30/03/2005,4,12:52,2,E09000007,3,40,One way street,30,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000918,2005
2835,200501EO40220,532310.0,182810.0,-0.094016,51.528653,1,3,1,1,31/03/2005,5,16:50,3,E09000019,6,0,Single carriageway,30,Giveway or uncontrolled,3,501,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002702,2005
2836,200501EO40221,529790.0,186640.0,-0.128912,51.563657,1,3,1,1,31/03/2005,5,19:35,3,E09000019,3,1,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002774,2005
2837,200501EO40222,531020.0,185360.0,-0.111654,51.55187,1,3,2,1,31/03/2005,5,19:21,3,E09000019,3,1,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002761,2005
2838,200501EO40223,528720.0,184120.0,-0.145262,51.541255,1,2,1,1,01/04/2005,6,15:50,2,E09000007,3,502,One way street,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000863,2005
2839,200501EO40224,525140.0,185350.0,-0.196421,51.553114,1,3,2,2,13/04/2005,4,17:41,2,E09000007,6,0,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000877,2005
2840,200501EO40227,531590.0,183540.0,-0.104117,51.535382,1,3,1,1,03/04/2005,1,04:00,3,E09000019,3,1,Single carriageway,30,Automatic traffic signal,3,104,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002794,2005
2841,200501EO40228,526370.0,184590.0,-0.178962,51.54601,1,3,2,1,04/04/2005,2,14:20,2,E09000007,3,41,Dual carriageway,30,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000960,2005
2842,200501EO40229,529010.0,185190.0,-0.140691,51.550805,1,3,2,1,09/04/2005,7,09:13,2,E09000007,3,400,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000921,2005
2843,200501EO40230,526580.0,184630.0,-0.175921,51.546322,1,3,2,1,30/03/2005,4,15:39,2,E09000007,4,511,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000883,2005
2844,200501EO40231,529160.0,183150.0,-0.139276,51.532438,1,3,2,1,29/03/2005,3,16:35,2,E09000007,3,400,Single carriageway,30,Giveway or uncontrolled,3,400,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000954,2005
2845,200501EO40232,532830.0,185430.0,-0.085536,51.552076,1,3,2,1,26/03/2005,7,16:46,4,E09000012,3,105,Single carriageway,30,Automatic traffic signal,3,105,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002779,2005
2846,200501EO40233,532010.0,184000.0,-0.097893,51.539418,1,3,2,1,29/03/2005,3,14:50,3,E09000019,3,104,Single carriageway,30,None,-1,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002793,2005
2847,200501EO40234,528960.0,184390.0,-0.141704,51.543627,1,3,2,1,24/03/2005,5,10:00,2,E09000007,3,400,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000856,2005
2848,200501EO40235,530450.0,186560.0,-0.119425,51.562786,1,3,1,1,25/03/2005,6,14:55,3,E09000019,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002733,2005
2849,200501EO40236,530980.0,186450.0,-0.111825,51.561675,1,3,2,1,23/03/2005,4,09:20,3,E09000019,3,503,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002732,2005
2850,200501EO40237,529500.0,182440.0,-0.134638,51.525979,1,3,2,4,16/03/2005,4,11:36,2,E09000007,3,501,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000852,2005
2851,200501EO40238,529150.0,183460.0,-0.139307,51.535226,1,3,1,1,08/04/2005,6,01:25,2,E09000007,3,4200,Single carriageway,30,Giveway or uncontrolled,3,400,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000947,2005
2852,200501EO40239,530800.0,182280.0,-0.115969,51.524242,1,3,2,1,15/04/2005,6,08:45,2,E09000007,3,5200,Single carriageway,30,Automatic traffic signal,4,502,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000920,2005
2853,200501EO40240,529190.0,183390.0,-0.138756,51.534588,1,3,1,1,07/04/2005,5,15:47,2,E09000007,3,4200,One way street,30,Automatic traffic signal,3,502,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000947,2005
2854,200501EO40241,527380.0,184180.0,-0.164552,51.542098,1,3,2,1,10/04/2005,1,18:47,2,E09000007,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000967,2005
2855,200501EO40242,529550.0,181800.0,-0.134153,51.520216,1,3,1,1,10/04/2005,1,22:12,2,E09000007,3,400,One way street,30,Automatic traffic signal,4,506,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000850,2005
2856,200501EO40243,529220.0,182480.0,-0.138657,51.526403,1,2,2,1,09/04/2005,7,13:40,2,E09000007,3,400,Single carriageway,30,Automatic traffic signal,3,400,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000946,2005
2857,200501EO40245,531890.0,183840.0,-0.099682,51.538008,1,3,2,1,29/03/2005,3,08:45,3,E09000019,3,104,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002793,2005
2858,200501EO40246,532670.0,182460.0,-0.088961,51.525424,1,3,2,1,05/04/2005,3,16:00,3,E09000019,3,5201,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002704,2005
2859,200501EO40247,529690.0,181590.0,-0.132213,51.518297,1,3,2,1,06/04/2005,4,14:35,2,E09000007,3,400,Single carriageway,30,Automatic traffic signal,4,506,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000850,2005
